depth,gc,acc,gcrank
10.78,0.44,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
65.01,0.43,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
36.79,0.42,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
42.04,0.42,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
116.18,0.42,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
57.41,0.41,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
85.17,0.41,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
80.25,0.4,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
43.7,0.4,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
115.32,0.4,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
42.93,0.39,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
18.53,0.38,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
59.26,0.38,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
98.25,0.38,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
76.27,0.38,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
38.45,0.38,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
76.45,0.37,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
58.73,0.37,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
32.39,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
50.76,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
80.32,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
6.2,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
80.18,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
80.72,0.36,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
57.11,0.35,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
81.3,0.35,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
38.41,0.35,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
80.34,0.34,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
76.7,0.34,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
68.17,0.34,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
72.39,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
14.09,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
59.11,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
78.34,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
73.38,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
72.07,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
103.6,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
67.19,0.33,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
50.71,0.31,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
47.22,0.3,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
37.62,0.3,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
30.08,0.3,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
50.1,0.29,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
29.78,0.29,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
23.2,0.29,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
90.05,0.28,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
8.92,0.28,SRR6316307_NODE_7_length_2855_cov_28.441786,bot90
253.72,0.71,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
257.05,0.71,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
238.76,0.67,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
238.65,0.6,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
353.16,0.52,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
171.11,0.5,SRR8862010_NODE_42_length_2856_cov_106.722242,top10
245.87,0.5,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
280.83,0.5,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
325.57,0.49,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
452.26,0.48,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
366.17,0.47,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
241.49,0.47,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
324.57,0.46,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
469.5,0.46,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
321.37,0.45,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
455.57,0.45,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
367.59,0.45,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
428.48,0.44,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
287.07,0.44,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
386.77,0.42,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
379.91,0.42,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
300.08,0.42,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
289.28,0.41,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
244.97,0.41,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
304.57,0.41,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
296.07,0.41,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
230.41,0.4,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
181.05,0.4,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
301.87,0.39,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
282.68,0.39,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
316.95,0.39,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
298.6,0.39,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
721.33,0.39,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
256.85,0.38,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
281.35,0.37,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
289.29,0.36,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
297.23,0.36,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
282.28,0.36,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
279.07,0.36,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
293.93,0.35,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
289.04,0.35,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
238.24,0.34,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
240.8,0.33,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
287.9,0.32,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
274.23,0.32,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
239.41,0.32,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
782.08,0.32,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
99.15,0.32,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
286.37,0.31,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
312.4,0.31,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
255.92,0.31,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
938.66,0.31,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
291.33,0.3,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
297.14,0.3,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
301.37,0.28,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
290.36,0.26,SRR8862010_NODE_42_length_2856_cov_106.722242,bot90
3517.48,0.68,SRR8862005_NODE_16_length_2029_cov_205.534954,top10
1351.89,0.64,SRR8862005_NODE_16_length_2029_cov_205.534954,top10
283.13,0.61,SRR8862005_NODE_16_length_2029_cov_205.534954,top10
241.16,0.6,SRR8862005_NODE_16_length_2029_cov_205.534954,top10
203.21,0.59,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
4568.23,0.58,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
206.6,0.56,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
194.27,0.54,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
310.11,0.53,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
181.49,0.52,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
191.54,0.52,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
232.83,0.52,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
6619.73,0.51,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
264.82,0.49,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
8370.58,0.49,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
366.21,0.48,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
211.53,0.48,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
267.82,0.48,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
221.63,0.48,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
201.57,0.47,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
485.37,0.47,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
297.83,0.46,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
4025.65,0.46,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
3839.79,0.46,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
1646.25,0.45,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
181.29,0.45,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
11281.38,0.45,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
218.51,0.44,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
3448.19,0.43,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
18510.4,0.43,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
20199.48,0.43,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
16503.61,0.42,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
9366.36,0.42,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
208.06,0.42,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
12480.81,0.41,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
10920.08,0.36,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
10784.02,0.36,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
10336.89,0.31,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
9962.95,0.29,SRR8862005_NODE_16_length_2029_cov_205.534954,bot90
9.12,0.59,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
10.49,0.57,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
12.53,0.56,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
7.9,0.54,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
9.37,0.54,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
12.14,0.52,SRR6316202_NODE_13_length_2856_cov_4.798286,top10
11.14,0.52,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
4.0,0.51,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
14.73,0.48,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.91,0.46,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
12.8,0.45,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.02,0.44,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
18.1,0.43,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
4.94,0.42,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
3.71,0.41,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.64,0.41,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
21.38,0.4,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.4,0.4,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.62,0.4,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
2.57,0.39,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
9.33,0.39,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.74,0.39,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.6,0.38,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
2.63,0.38,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
9.37,0.38,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
9.85,0.38,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
21.41,0.37,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.17,0.36,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
3.21,0.36,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.82,0.36,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
6.31,0.35,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
16.52,0.34,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
4.97,0.34,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
3.87,0.34,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.0,0.34,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.03,0.34,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.6,0.33,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.42,0.33,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.19,0.33,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
14.93,0.32,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
5.92,0.32,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
5.58,0.31,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
5.08,0.31,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.03,0.31,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.44,0.31,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
14.93,0.31,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
4.77,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
8.14,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
6.56,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
7.41,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
20.51,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
5.55,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
4.98,0.3,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
6.13,0.29,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
21.02,0.29,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
5.91,0.26,SRR6316202_NODE_13_length_2856_cov_4.798286,bot90
11.37,0.55,SRR2037085_NODE_5455_length_2784_cov_8.034445,top10
16.5,0.54,SRR2037085_NODE_5455_length_2784_cov_8.034445,top10
10.77,0.53,SRR2037085_NODE_5455_length_2784_cov_8.034445,top10
25.57,0.52,SRR2037085_NODE_5455_length_2784_cov_8.034445,top10
18.03,0.49,SRR2037085_NODE_5455_length_2784_cov_8.034445,top10
19.58,0.48,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
28.33,0.47,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
24.43,0.46,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
12.74,0.46,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
16.82,0.45,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
23.94,0.42,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
25.98,0.42,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
29.33,0.41,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
29.23,0.41,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
14.81,0.41,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
19.69,0.4,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
13.51,0.39,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
15.14,0.39,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
24.85,0.39,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
27.3,0.39,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
32.45,0.38,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
16.17,0.38,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
12.26,0.38,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
18.88,0.38,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
23.14,0.37,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
20.99,0.37,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
22.73,0.37,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
16.75,0.37,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
26.71,0.36,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
28.0,0.36,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
25.97,0.35,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
11.55,0.35,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
25.77,0.35,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
19.12,0.34,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
30.79,0.34,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
35.15,0.34,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
22.64,0.34,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
27.35,0.33,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
23.48,0.33,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
21.39,0.33,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
24.87,0.32,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
23.17,0.32,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
23.86,0.32,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
22.19,0.32,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
22.85,0.32,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
25.87,0.31,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
24.89,0.31,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
17.27,0.31,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
24.71,0.3,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
27.27,0.3,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
29.53,0.3,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
26.29,0.3,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
27.37,0.29,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
25.15,0.27,SRR2037085_NODE_5455_length_2784_cov_8.034445,bot90
560.33,0.69,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
994.75,0.69,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
775.93,0.68,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
725.24,0.67,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
1204.78,0.64,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
961.57,0.62,SRR8862005_NODE_6_length_3030_cov_102.486723,top10
1024.92,0.61,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1029.58,0.61,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1316.66,0.6,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1720.93,0.59,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
762.69,0.59,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1111.94,0.59,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1181.47,0.58,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1279.71,0.58,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
972.69,0.56,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1270.69,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1234.31,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
785.72,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1041.09,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1132.05,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
927.38,0.55,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1688.75,0.54,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
843.3,0.54,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
750.08,0.53,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1604.47,0.53,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1172.85,0.52,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1149.67,0.52,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1737.64,0.51,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1256.73,0.51,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1037.52,0.51,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1781.8,0.51,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1619.64,0.5,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1031.19,0.5,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1029.28,0.5,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1383.24,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1388.47,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1051.02,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1256.2,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1396.54,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1463.38,0.49,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1139.91,0.48,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1699.55,0.47,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1040.1,0.47,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1504.62,0.45,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1072.66,0.44,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1154.13,0.44,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1476.61,0.43,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1081.39,0.43,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1463.44,0.41,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1249.63,0.4,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1910.61,0.4,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1170.14,0.4,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1345.36,0.39,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1249.62,0.39,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1342.32,0.38,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1416.95,0.35,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1843.31,0.35,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1285.39,0.34,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
1525.87,0.33,SRR8862005_NODE_6_length_3030_cov_102.486723,bot90
10.81,0.77,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
28.37,0.76,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
20.45,0.71,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
7.58,0.71,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
16.3,0.66,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
13.07,0.66,SRR6316317_NODE_5_length_3189_cov_11.621570,top10
27.97,0.64,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
25.28,0.63,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
27.24,0.61,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
16.7,0.6,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
19.85,0.59,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
17.36,0.58,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
31.55,0.58,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
10.39,0.57,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
12.51,0.57,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
22.53,0.57,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
21.85,0.55,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
13.12,0.54,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
16.87,0.53,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
27.8,0.53,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
28.43,0.53,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
21.36,0.53,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
12.28,0.53,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
27.18,0.52,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
14.07,0.52,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
19.39,0.52,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
15.12,0.51,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
18.66,0.51,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
39.97,0.51,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
34.51,0.5,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
21.21,0.5,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
33.41,0.5,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
32.34,0.5,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
23.92,0.48,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
25.47,0.48,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
17.86,0.47,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
45.81,0.47,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
24.33,0.47,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
22.44,0.47,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
42.19,0.47,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
26.96,0.46,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
26.43,0.46,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
22.13,0.46,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
14.71,0.45,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
17.11,0.45,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
25.89,0.44,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
21.6,0.44,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
26.3,0.43,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
28.83,0.43,SRR6316317_NODE_5_length_3189_cov_11.621570,bot90
